mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.002712059020996094,0.00023973337988479623,0.0010084152221679688,0.00031909522933388915,squared_error,5,4,5,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.8715084058300343,0.8361358505456787,0.8168067563111256,0.8477150757195921,0.7870735984763202,0.8318479373765502,0.02854499461652975,22
0.002112007141113281,0.0007367503147695969,0.0011056423187255859,0.0005868183192425315,squared_error,5,4,10,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.8715084058300342,0.8361358505456787,0.8168067563111256,0.8477150757195921,0.7870735984763201,0.8318479373765502,0.02854499461652975,22
0.0038202285766601564,0.00040462414281189005,0.0020119190216064454,0.00032013554187596243,squared_error,10,1,2,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7663282391784996,0.7130525688791699,0.6427544417459803,0.705918655064067,0.7108133369495524,0.7077734483634538,0.03923438553905395,166
0.00321807861328125,0.0006005693229297604,0.001709890365600586,0.00024457811295648863,squared_error,10,1,5,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7855554276299451,0.7528622158634606,0.6581943687752574,0.7092902471918269,0.7305051687663338,0.7272814856453647,0.042795636656775174,155
0.003217315673828125,0.0006047318436649718,0.0014735221862792968,0.00032647507022733665,squared_error,10,1,10,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.8015987598128316,0.7937137267644347,0.706713340074161,0.7330096060364,0.7412248151174061,0.7552520495610467,0.036537142973135615,125
0.003202533721923828,0.0006355983295421302,0.0012051582336425782,0.0005071624726784953,squared_error,10,2,2,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.8227185193056161,0.7619441276421827,0.7088016847853278,0.7807627842174196,0.7240917932428563,0.7596637818386804,0.040690507700720274,122
0.004678916931152344,0.0019503578755688097,0.001306295394897461,0.000511300569231997,squared_error,10,2,5,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.8229210862553833,0.7599337076368868,0.7134107753664107,0.7913159742404651,0.7416613191525037,0.76584857253033,0.0381460136759714,114
0.002567148208618164,0.0006024008321370047,0.0023172855377197265,0.0011658824595867368,squared_error,10,2,10,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.8316494444898236,0.8004038855768877,0.7466554448531881,0.8076895347245641,0.7585547343005125,0.7889906087889952,0.031680585672873976,94
0.003068399429321289,0.00033596135138569253,0.0016098976135253905,0.0004933875713170855,squared_error,10,4,2,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.8404927340254305,0.7980315552710116,0.7595615902108559,0.8083512149277781,0.7545836143613363,0.7922041417592824,0.03196033515619957,81
0.003221559524536133,0.0002499141439897721,0.001151132583618164,0.00030454433948419864,squared_error,10,4,5,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.8404846880545653,0.7980315552710116,0.7595945783018053,0.8083512149277781,0.7545836143613363,0.7922091301832992,0.031951167292859156,80
0.0026178359985351562,0.00047152789271966123,0.0017113208770751954,0.00023817457110440193,squared_error,10,4,10,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.8405105805674048,0.8063132238169886,0.7638797918076613,0.8147258441254256,0.7615472137668348,0.797395330816863,0.030486649928325657,59
0.0044743061065673825,0.0002552469088606127,0.0018096923828125,0.0004053284304988761,squared_error,15,1,2,"{'criterion': 'squared_error', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7342440959205154,0.6877337040517235,0.636029116554438,0.6577857772313077,0.6914843125213512,0.6814554012558671,0.03331798575785811,174
0.003915739059448242,0.00048430710519068354,0.0011073112487792968,0.0006715701236070231,squared_error,15,1,5,"{'criterion': 'squared_error', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7722874210131982,0.7379108644624204,0.6578962121555076,0.6829248318498342,0.7294973016409951,0.7161033262243912,0.04074432580345853,161
0.0036163330078125,0.0006684816328266704,0.0013080120086669921,0.0004020172595594064,squared_error,15,1,10,"{'criterion': 'squared_error', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.8020341482003712,0.7801568505811494,0.7023693482738292,0.7202151737988486,0.7399900794137659,0.7489531200535928,0.037060819725516864,141
0.004023981094360351,0.0007766725096580653,0.0014035224914550782,0.0004911178842063077,squared_error,15,2,2,"{'criterion': 'squared_error', 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.8251932800133975,0.7475189099496629,0.703306852604483,0.7662523276797499,0.7161493809480355,0.7516841502390659,0.04297966015636473,135
0.0033192157745361326,0.00025250197527358083,0.001302480697631836,0.0004044412637215679,squared_error,15,2,5,"{'criterion': 'squared_error', 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.8272508396157973,0.7454368581828845,0.7121288441896505,0.7773420203568622,0.7411484787258784,0.7606614082142146,0.03919271949612885,120
0.003619527816772461,0.0014992085012286575,0.0017057895660400391,0.00059923445908027,squared_error,15,2,10,"{'criterion': 'squared_error', 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.8330171013768463,0.8067706444452764,0.7436226426801239,0.7943882787522163,0.7577539083707511,0.7871105151250427,0.03255735431360248,98
0.005738115310668946,0.004710142727993757,0.00192108154296875,0.0008887104981547189,squared_error,15,4,2,"{'criterion': 'squared_error', 'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.8407371366971291,0.8036863106233786,0.7578722248448867,0.8087142029094334,0.7550307096936428,0.7932081169536941,0.032604842150340554,77
0.008233308792114258,0.009454494721498917,0.0018223762512207032,0.0005197250420201906,squared_error,15,4,5,"{'criterion': 'squared_error', 'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.8407290907262641,0.8036863106233786,0.7578722248448867,0.8087142029094334,0.755029267208365,0.7932062192624656,0.032602834274139444,78
0.0031140804290771484,0.0004923763926859172,0.001321554183959961,0.0006192325828554775,squared_error,15,4,10,"{'criterion': 'squared_error', 'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.8411756194548223,0.8116444680785624,0.7634190115865589,0.8148517538749531,0.7618429327062829,0.7985867571402359,0.031099016345670433,53
0.005556678771972657,0.0013424756996098758,0.0015041351318359375,0.0006321664628004766,squared_error,20,1,2,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7437565674066751,0.6777776678355502,0.6042764934668978,0.6702598722974136,0.7216522351627815,0.6835445672338636,0.04810581479767548,171
0.004320001602172852,0.00040364271356590093,0.0012043952941894532,0.0002512491411997377,squared_error,20,1,5,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7731427636703727,0.7282778830198577,0.6588172406524033,0.6779839624160007,0.7293723880536387,0.7135188475624545,0.04069193803862381,162
0.003215646743774414,0.0004019394619006875,0.0013019561767578125,0.000600382528250652,squared_error,20,1,10,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.8020341482003712,0.7786978094646683,0.7026304341487297,0.7154528815668204,0.7401422853959885,0.7477915117553156,0.03752674631129686,142
0.0036101341247558594,0.0001960344192812457,0.001207733154296875,0.0005122375005336235,squared_error,20,2,2,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.8251697334912087,0.7474960069672695,0.7075595203115708,0.7667021733508358,0.7218941477043885,0.7537643163650547,0.04112421250274414,131
0.004219818115234375,0.0005777434532437602,0.0018096446990966796,0.0005162227358576603,squared_error,20,2,5,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.8271879351661767,0.7454195421798666,0.7121288441896505,0.7786592346598045,0.7408537345643877,0.7608498581519771,0.039318166703410706,118
0.004114723205566407,0.0007171719568292361,0.0009026527404785156,0.0004932597033740093,squared_error,20,2,10,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.8330171013768463,0.8067718739079451,0.7436226426801239,0.7939571818593681,0.7579078248855151,0.7870553249419597,0.03251103650480863,101
0.0032283306121826173,0.0009331130037946697,0.002626371383666992,0.0027534911820147425,squared_error,20,4,2,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.8407290907262641,0.8036863106233786,0.7579052129358361,0.8087142029094334,0.755029267208365,0.7932128168806555,0.03259568585584116,76
0.002813577651977539,0.0006849058120001736,0.001609039306640625,0.0005864854823127188,squared_error,20,4,5,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.8407290907262641,0.8036863106233786,0.758659002467698,0.8087142029094334,0.755029267208365,0.7933635747870278,0.0324333755150235,73
0.0030942440032958986,0.0007351377513380807,0.0011214256286621095,0.0004980915877984678,squared_error,20,4,10,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.8411756194548223,0.8116444680785624,0.7634190115865589,0.8148517538749531,0.7618429327062829,0.7985867571402359,0.031099016345670433,53
0.005117177963256836,0.0009683552256829804,0.0015028953552246095,0.00044921923934900795,friedman_mse,,1,2,"{'criterion': 'friedman_mse', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7353627618393677,0.6756478633204797,0.6215743610501985,0.6466629265440931,0.7043050914521851,0.6767106008412649,0.040362182750263924,175
0.003855133056640625,0.0005382063476063085,0.0018105030059814454,0.0007581109256991315,friedman_mse,,1,5,"{'criterion': 'friedman_mse', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7722631675569719,0.6989314689611603,0.658301466514356,0.6839421472702657,0.7441408558172861,0.711515821224008,0.041243360515498845,163
0.003939008712768555,0.0023270990995746376,0.0014097213745117188,0.0004903128805948479,friedman_mse,,1,10,"{'criterion': 'friedman_mse', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.8020341482003712,0.7784750099175559,0.7011254732336897,0.7154528815668204,0.7401422853959885,0.7474459596628851,0.03785541032509387,145
0.0034180641174316405,0.0004980374908322853,0.0020397663116455077,0.0006452236440848367,friedman_mse,,2,2,"{'criterion': 'friedman_mse', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.8258831836652384,0.7447716831256577,0.7030368574313924,0.7667406319996419,0.716216369807146,0.7513297452058153,0.043367893510345194,138
0.0035688400268554686,6.448619218480677e-05,0.001404142379760742,0.0004923670182934408,friedman_mse,,2,5,"{'criterion': 'friedman_mse', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.8272632766665358,0.7454343937403626,0.7121990786938517,0.7787657955833036,0.7409395497752682,0.7609204188918645,0.039325954135424654,117
0.003421449661254883,0.0013447819377514257,0.0014397144317626954,0.0003899714273116865,friedman_mse,,2,10,"{'criterion': 'friedman_mse', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.8330171013768463,0.8067771179275293,0.7436226426801239,0.7939571818593681,0.7579078248855151,0.7870563737458764,0.03251167262083761,99
0.0028162002563476562,0.00025330081756824865,0.0013095378875732423,0.00024934961701501493,friedman_mse,,4,2,"{'criterion': 'friedman_mse', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.8407371366971291,0.8036863106233786,0.758659002467698,0.8087142029094334,0.7550307096936428,0.7933654724782564,0.032435384675008117,72
0.00356903076171875,0.0006699927343816514,0.0010007858276367188,0.0003162401720418578,friedman_mse,,4,5,"{'criterion': 'friedman_mse', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.8407290907262641,0.8036863106233786,0.758659002467698,0.8087142029094334,0.755029267208365,0.7933635747870278,0.0324333755150235,73
0.0031558990478515623,0.00038042468931701636,0.0012043952941894532,0.0002478466621142807,friedman_mse,,4,10,"{'criterion': 'friedman_mse', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.8411756194548223,0.8116444680785624,0.7623782496524267,0.8148517538749531,0.7618429327062829,0.7983786047534095,0.03133628292707111,57
0.0026352405548095703,0.00039851004723135287,0.0013096332550048828,0.0002537377274918484,friedman_mse,5,1,2,"{'criterion': 'friedman_mse', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.854566240723787,0.8379614582534626,0.8228308664781093,0.7790062557646459,0.7736229513447136,0.8135975545129437,0.03209926464178686,51
0.0023071765899658203,0.0004120878200743562,0.0010558128356933593,0.0003493269642330148,friedman_mse,5,1,5,"{'criterion': 'friedman_mse', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.8553807140435283,0.8379614582534625,0.8228308664781092,0.7790062557646459,0.7736229513447136,0.8137604491768918,0.03230814278127224,47
0.0024073123931884766,0.0006640831686024241,0.0022216796875,0.0022316823570457814,friedman_mse,5,1,10,"{'criterion': 'friedman_mse', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.854855840429434,0.8379614582534625,0.8228308664781092,0.7790062557646459,0.7736229513447136,0.8136554744540729,0.03217331218896728,49
0.0018054962158203125,0.00024359908429954174,0.0017369747161865234,0.0007791360062056815,friedman_mse,5,2,2,"{'criterion': 'friedman_mse', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.873888771519408,0.8357565978333569,0.8224147955807266,0.8290990775430097,0.7762541077303075,0.8274826700413616,0.031223855805187137,34
0.0022316932678222655,0.0005484551393352423,0.0012025833129882812,0.00024830097168679046,friedman_mse,5,2,5,"{'criterion': 'friedman_mse', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.873888771519408,0.8357565978333569,0.8224147955807266,0.8290990775430097,0.7762541077303075,0.8274826700413616,0.031223855805187137,34
0.002110004425048828,0.0003782741993106633,0.001212167739868164,0.00041913018958656263,friedman_mse,5,2,10,"{'criterion': 'friedman_mse', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.8736208188844573,0.8357565978333569,0.8224147955807266,0.8290990775430097,0.7762541077303075,0.8274290795143715,0.0311442900746496,38
0.0021090030670166014,0.0003768100883393786,0.00157318115234375,0.0010131397667814694,friedman_mse,5,4,2,"{'criterion': 'friedman_mse', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.8715084058300342,0.8361358505456787,0.8168067563111256,0.8477150757195921,0.7870735984763202,0.8318479373765502,0.02854499461652972,22
0.002307891845703125,0.0006042414730188852,0.0018114089965820313,0.0006822750057854742,friedman_mse,5,4,5,"{'criterion': 'friedman_mse', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.8715084058300342,0.8361358505456787,0.8168067563111256,0.8477150757195921,0.7870735984763202,0.8318479373765502,0.02854499461652972,22
0.0021631717681884766,0.0006883487009096834,0.0012090206146240234,0.000250499719489074,friedman_mse,5,4,10,"{'criterion': 'friedman_mse', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.8715084058300342,0.8361358505456787,0.8168067563111256,0.8477150757195921,0.7870735984763202,0.8318479373765502,0.02854499461652972,22
0.0032192230224609374,0.0005157378341550344,0.0014039993286132813,0.000374617741416022,friedman_mse,10,1,2,"{'criterion': 'friedman_mse', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7657611484466452,0.6926288718184526,0.6535169848842153,0.6967523563752458,0.712468377648566,0.704225547834625,0.0363765425177598,167
0.0030306339263916015,0.0004523543943748157,0.0011069297790527344,0.0006657478648068149,friedman_mse,10,1,5,"{'criterion': 'friedman_mse', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7855554276299452,0.7554554426118877,0.6581983200725521,0.7087199043258985,0.7294819573994891,0.7274822104079546,0.04315386623699587,154
0.003224039077758789,0.00039718682267653426,0.001405954360961914,0.0004948236629551966,friedman_mse,10,1,10,"{'criterion': 'friedman_mse', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.8015987598128316,0.7937189707840189,0.7064522541992606,0.7330096060364,0.7412248151174061,0.7552008811899835,0.036607698960635086,127
0.003119373321533203,0.00020275745086024491,0.001078319549560547,0.00039134329151711215,friedman_mse,10,2,2,"{'criterion': 'friedman_mse', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.8226569464568332,0.7591864075116552,0.708382535574783,0.7836060288069053,0.7242962023538386,0.759625624140803,0.041041984556526565,123
0.0034893035888671877,0.00027798757327481834,0.001192474365234375,0.00040793918013515046,friedman_mse,10,2,5,"{'criterion': 'friedman_mse', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.8221937873198912,0.7598487868792777,0.7134810098706119,0.7932535949498213,0.7417212040538386,0.7660996766146881,0.038173268588286145,113
0.0030196189880371095,0.0004626612974254488,0.001580047607421875,0.0011505906075656624,friedman_mse,10,2,10,"{'criterion': 'friedman_mse', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.8316494444898236,0.8003986415573036,0.7466554448531881,0.8076895347245641,0.7585547343005125,0.7889895599850785,0.03168020789700517,95
0.0025988101959228517,0.0003645474306879507,0.0013062000274658204,0.0006823028655942337,friedman_mse,10,4,2,"{'criterion': 'friedman_mse', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.8404846880545653,0.7980315552710116,0.7595615902108559,0.8083512149277781,0.7545836143613363,0.7922025325651093,0.03195790390829838,82
0.0027007579803466795,0.00023068430582524446,0.0015094280242919922,0.0003138698871286108,friedman_mse,10,4,5,"{'criterion': 'friedman_mse', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.8404927340254305,0.7980315552710116,0.7587748125880446,0.8083512149277781,0.7545836143613363,0.7920467862347202,0.032122189184190936,83
0.0027791500091552735,0.0007118915053463543,0.0010035514831542968,0.0003161169418221933,friedman_mse,10,4,10,"{'criterion': 'friedman_mse', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.8405105805674048,0.8063132238169886,0.7628390298735293,0.8147258441254256,0.7615472137668348,0.7971871784300365,0.030717451267934372,60
0.00474238395690918,0.0006379280874068424,0.0013042449951171874,0.0007517340233920666,friedman_mse,15,1,2,"{'criterion': 'friedman_mse', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7340310754232149,0.6655793295032448,0.6446693983647848,0.656730246264356,0.7097651036965911,0.6821550306504383,0.03399937150106186,173
0.003418731689453125,0.00019409852008751244,0.0015633583068847656,0.00046324734582277414,friedman_mse,15,1,5,"{'criterion': 'friedman_mse', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7730917915066849,0.7086849210244355,0.6566139731191019,0.6739362469046721,0.726662515445706,0.70779788960012,0.04095450820507022,165
0.003249835968017578,0.0003915418878417934,0.0016782283782958984,0.0009357059523386444,friedman_mse,15,1,10,"{'criterion': 'friedman_mse', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.8020341482003712,0.7803848941478458,0.7026304341487297,0.7202151737988486,0.7399900794137659,0.7490509459419122,0.03703377108586558,140
0.0038080215454101562,0.0005932182926933863,0.002944660186767578,0.00388815405725802,friedman_mse,15,2,2,"{'criterion': 'friedman_mse', 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.8251775477826796,0.744819116239111,0.7034636969407327,0.7514831904667602,0.7220172663428662,0.74939216355443,0.04153918309439617,139
0.003872585296630859,0.0016731312013391932,0.0014125347137451173,0.0005861420487024547,friedman_mse,15,2,5,"{'criterion': 'friedman_mse', 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.8272683560792331,0.7454823707720721,0.7121990786938517,0.7636745635808596,0.7410885938245437,0.7579425925901121,0.03839453200785295,124
0.0030823230743408205,0.0009769156565281668,0.0015085697174072265,0.00031688638753448584,friedman_mse,15,2,10,"{'criterion': 'friedman_mse', 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.8330171013768463,0.8067706444452764,0.743622642680124,0.7943882787522163,0.7577539083707511,0.7871105151250429,0.032557354313602446,97
0.0034128665924072266,0.0012043601246229064,0.0017428398132324219,0.0009341721013617142,friedman_mse,15,4,2,"{'criterion': 'friedman_mse', 'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.8407290907262641,0.8036863106233786,0.7589459748699683,0.8087142029094334,0.755029267208365,0.793420969267482,0.032372107160467276,64
0.0026113033294677735,0.0004979044146812747,0.001835203170776367,0.000517968335262647,friedman_mse,15,4,5,"{'criterion': 'friedman_mse', 'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.8407371366971291,0.8036863106233786,0.7586919905586476,0.8087142029094334,0.755029267208365,0.7933717815993908,0.03242866812137685,70
0.0025056838989257813,0.0006369212933692007,0.0012051582336425782,0.0008186897058256568,friedman_mse,15,4,10,"{'criterion': 'friedman_mse', 'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.8411756194548223,0.8116444680785624,0.7623782496524267,0.8148517538749531,0.7618429327062829,0.7983786047534095,0.03133628292707111,57
0.007823944091796875,0.002424306408082942,0.002608919143676758,0.002318568820422402,friedman_mse,20,1,2,"{'criterion': 'friedman_mse', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7409721532229334,0.6564586852108341,0.5941210785633869,0.6687989935424483,0.7051793991312847,0.6731060619341775,0.04933319145110542,176
